,S. No.,Message_body,Label,cleaned,target
899,900,I send the print  outs da.,Non-Spam,send print,0
900,901,Not..tel software name..,Non-Spam,nottel software name,0
901,902,Ok set let u noe e details later...,Non-Spam,set let noe detail later,0
902,903,Mum not going robinson already.,Non-Spam,mum going robinson already,0
903,904,No. Yes please. Been swimming?,Non-Spam,yes please swimming,0
904,905,Ladies first and genus second k .,Non-Spam,lady first genus second,0
905,906,Ok no prob...,Non-Spam,prob,0
906,907,You call him and tell now infront of them. Call him now.,Non-Spam,call tell infront call,0
907,908,I cant pick the phone right now. Pls send a message,Non-Spam,cant pick phone right pls send message,0
908,909,This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age,Non-Spam,message great doctor india drink appy fizz contains cancer causing age,0
909,910,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04,Spam,private account statement show unredeemed point call identifier code expires,1
910,911,"K, I'll work something out",Non-Spam,work something,0
911,912,Our Prasanth ettans mother passed away last night. Just pray for her and family.,Non-Spam,prasanth ettans mother passed away last night pray family,0
912,913,Hope you are having a great day.,Non-Spam,hope great day,0
913,914,Lol yes. But it will add some spice to your day.,Non-Spam,lol yes add spice day,0
914,915,Where r e meeting tmr?,Non-Spam,meeting tmr,0
915,916,A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611 ,Spam,xmas reward waiting randomly picked loyal mobile customer receive reward call,1
916,917,"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to ""DRINK"". . . But don't ""DRIVE """,Non-Spam,finally happened aftr decade beer cheaper petrol goverment expects drink drive,0
917,918,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.",Non-Spam,please protect ethreats sib never asks sensitive information like passwordsatmsms pin thru email never share password anybody,0
918,919,We are okay. Going to sleep now. Later,Non-Spam,okay going sleep later,0
919,920,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!,Non-Spam,god created gap btwn finger dat sum vry special fill gap holding hand plz dont ask created much gap leg,0
920,921,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705,Spam,tried contact reply offer video phone anytime network min half price line rental camcorder reply call,1
921,922,Are you planning to come chennai?,Non-Spam,planning chennai,0
922,923,Did u got that persons story,Non-Spam,got person story,0
923,924,Sorry i din lock my keypad.,Non-Spam,sorry din lock keypad,0
924,925,You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3,Spam,ripped get mobile content call polytruepixringtonesgames six downloads,1
925,926,Havent.,Non-Spam,havent,0
926,927,Do you hide anythiing or keeping distance from me,Non-Spam,hide anythiing keeping distance,0
927,928,Of course. I guess god's just got me on hold right now.,Non-Spam,course guess god got hold right,0
928,929,Captain vijaykanth is doing comedy in captain tv..he is drunken :),Non-Spam,captain vijaykanth captain tvhe drunken,0
929,930,Oh ho. Is this the first time u use these type of words,Non-Spam,first time use type word,0
930,931,K k pa Had your lunch aha.,Non-Spam,lunch aha,0
931,932,How come i din c ü... Yup i cut my hair...,Non-Spam,din yup cut hair,0
932,933,These won't do. Have to move on to morphine,Non-Spam,move morphine,0
933,934,Oh wow thats gay. Will firmware update help,Non-Spam,wow thats gay firmware update help,0
934,935,"I'm in a meeting, call me later at",Non-Spam,meeting call later,0
935,936,"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?",Non-Spam,got hella gas money want grand nature adventure galileo little bit,0
936,937,Everybody had fun this evening. Miss you.,Non-Spam,everybody fun evening miss,0
937,938,Only saturday and sunday holiday so its very difficult:),Non-Spam,saturday sunday holiday difficult,0
938,939,Todays Voda numbers ending with 7634 are selected to receive a £350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.,Spam,today voda number ending selected receive reward match please call quoting claim code standard rate apply,1
939,940,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!,Spam,please call customer service representative ampm guaranteed cash prize,1
940,941,Lol ... I knew that .... I saw him in the dollar store,Non-Spam,lol knew saw dollar store,0
941,942,I'm on the bus. Love you,Non-Spam,bus love,0
942,943,Jus finish blowing my hair. U finish dinner already?,Non-Spam,jus finish blowing hair finish dinner already,0
943,944,"U need my presnts always bcz U cant mis love. ""jeevithathile irulinae neekunna prakasamanu sneham"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me....",Non-Spam,need presnts always bcz cant love jeevithathile irulinae neekunna prakasamanu sneham prakasam ennal prabha prabha got dont,0
944,945,They finally came to fix the ceiling.,Non-Spam,finally came fix ceiling,0
945,946,"Received, understood n acted upon!",Non-Spam,received understood acted upon,0
946,947,THIS IS A LONG FUCKIN SHOWR,Non-Spam,long fuckin showr,0
947,948,"Sorry, I'll call later In meeting.",Non-Spam,sorry call later meeting,0
948,949,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.,Non-Spam,nvm going wear sport shoe anyway going late leh,0
949,950,Good. do you think you could send me some pix? I would love to see your top and bottom...,Non-Spam,good think could send pix would love see top bottom,0
950,951,Ü called dad oredi...,Non-Spam,called dad oredi,0
951,952,Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B,Spam,sunshine quiz win super sony dvd recorder canname capital australia text mquiz,1
952,953,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30,Non-Spam,hows favourite person today workin hard could sleep last nite nearly rang,0
953,954,How much you got for cleaning,Non-Spam,much got cleaning,0
954,955,Sorry da. I gone mad so many pending works what to do.,Non-Spam,sorry gone mad many pending work,0
955,956,Wat time ü finish?,Non-Spam,wat time finish,0
956,957,Just glad to be talking to you.,Non-Spam,glad talking,0
0,1,"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available",Spam,upgrdcentre orange customer may claim free camera phone upgrade loyalty call offer end july apply optout available,1
1,2,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",Spam,loan purpose homeowner tenant previously refused still help call free text back,1
2,3,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,Spam,congrats nokia video camera phone call call cost ppm ave call min vary mobile close post bcm ldn wcnxx,1
3,4,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,Spam,urgent mobile number awarded prize guaranteed call land line claim valid,1
4,5,Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p,Spam,someone contacted dating service entered phone fancy find call landline poboxntfp,1
5,6,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,Spam,send logo lover name joined heart txt love name name mobno love adam eve yahoo poboxwwq txtno,1
6,7,FREE entry into our £250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,Spam,free entry weekly text word win,1
7,8,100 dating service cal;l 09064012103 box334sk38ch,Spam,dating service call boxskch,1
8,9,"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3x£150pw to e£nd txt stop",Spam,free ringtone text first poly text get true tone help free tone xpw end txt stop,1
9,10,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,Spam,mths half price orange line rental latest camera phone free phone mths call mobilesdirect free update orstoptxt,1
10,11,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",Spam,double min txts month free bluetooth orange available sony nokia motorola phone call mobileupd calloptoutndx,1
11,12,"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994",Spam,thanks ringtone order reference charged gbp per week unsubscribe anytime calling customer service,1
12,13,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,Spam,discount code stop message reply stop customer service,1
13,14,"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q=",Spam,updatenow xmas offer latest motorola sonyericsson nokia free bluetooth double min txt orange call mobileupd calloptoutfq,1
14,15,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL,Spam,cashbalance currently pound maximize cashin send cash pmsg hgsuitelands rowwjhl,1
15,16,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,Spam,congratulation awarded voucher gift guaranteed free entry wkly draw txt music tncs,1
16,17,Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X,Spam,fancy shag dointerested txt xxuk suzy txts cost per msg tncs website,1
17,18,Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.,Spam,valentine day special win quiz take partner trip lifetime send pmsg rcvd custcare,1
18,19,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!,Spam,call germany penny per minute call fixed line via access number prepayment direct access,1
19,20,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,Spam,december mobile mths entitled update latest colour camera mobile free call mobile update free,1
20,21,"Think ur smart ? Win £200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",Spam,think smart win week weekly quiz text play nowtcs winnersclub box gbpweek,1
21,22,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",Spam,themob check newest selection content game tone gossip babe sport keep mobile fit funky text wap,1
22,23,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",Spam,blind date rodds aberdeen united kingdom check acwicmbcktzr blind date send hide,1
23,24,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,Spam,tmobile customer may claim free camera phone upgrade pay sim card loyalty call offer end thfebtc apply,1
24,25,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,Spam,hmv bonus special pound genuine hmv voucher answer easy question play send hmv info,1
25,26,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,Spam,ringtone club get single chart mobile week choose top quality ringtone message free charge,1
26,27,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,Spam,ringtone service changed free credit choose content stop txt club stop pwk club box,1
27,28,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,Spam,hey really horny want chat see naked text hot text charged unsubscribe text stop,1
28,29,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,Spam,tried contact reply offer video handset anytime network min unlimited text camcorder reply call,1
29,30,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,Spam,congratulation awarded voucher gift guaranteed free entry wkly draw txt music tncs,1
30,31,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,Spam,secret admirer looking make contact ufind rreveal think specialcall,1
31,32,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,Spam,text meet someone sexy today find date even flirt join reply name age sam msg recd penny,1
32,33,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",Spam,meet dream partner soon career flyng start find free txt horo followed star sign horo aries,1
33,34,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",Spam,new mobile must txt nokia collect todayfrom optout gbpmtmsg,1
34,35,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,Spam,unique enough find august,1
35,36,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,Spam,please call customer service representative freephone ampm guaranteed cash prize,1
36,37,URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,Spam,urgent trying contact last weekend draw show prize guaranteed call claim code valid,1
37,38,"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu",Spam,bangbabes order way receive service msg download content goto wap bangb mobile internetservice menu,1
38,39,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,Spam,pls stop bootydelious inviting friend reply yes see stop send stop frnd,1
39,40,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,Spam,winner specially selected receive cash holiday flight inc speak live operator claim,1
40,41,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,Spam,customer service annoncement new year delivery waiting please call arrange delivery,1
41,42,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end",Spam,freemsg replied text randy sexy female live local luv hear netcollex ltd per msg reply stop end,1
42,43,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,Spam,rcv msg chat svc free hardcore service text get nothing must age verify network try,1
43,44,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p,Spam,want get laid tonight want real dogging location sent direct mob join largest dogging network txting gravel eca pmsg,1
44,45,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone,Spam,sunshine quiz wkly win top sony dvd player know country algarve txt ansr sptyrone,1
45,46,Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app,Spam,today voda number ending selected receive award match please call quoting claim code standard rate app,1
46,47,"URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM",Spam,urgent mobile awarded bonus caller prize final try contact call landline boxwrc ppm,1
47,48,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,Spam,private account statement show unredeemed bonus point claim call identifier code expires,1
48,49,You are a winner U have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) ,Spam,winner specially selected receive holiday flight inc speak live operator claim pmin,1
49,50,GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,Spam,gent trying contact last weekend draw show prize guaranteed call claim code valid ppm,1
50,51,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!,Spam,please call customer service representative ampm guaranteed cash prize,1
51,52,"Did you hear about the new ""Divorce Barbie""? It comes with all of Ken's stuff!",Spam,hear new divorce barbie ken stuff,1
52,53,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",Spam,urgent awarded trip eurodisinc trav acoentry claim txt dis morefrmmob,1
53,54,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589",Spam,valued customer pleased advise following recent review mob awarded bonus prize call,1
54,55,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! ",Spam,congrats year special cinema pas call suprman matrix starwars etc free bxipwe dont miss,1
55,56,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,Spam,sptv new jersey devil detroit red wing play ice hockey correct incorrect end reply end sptv,1
56,57,07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow,Spam,rodger burn msg tried call reply free nokia mobile free camcorder please call delivery tomorrow,1
57,58,Thanks for your subscription to Ringtone UK your mobile will be charged £5/month Please confirm by replying YES or NO. If you reply NO you will not be charged,Spam,thanks subscription ringtone mobile charged month please confirm replying yes reply charged,1
58,59,"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/ú1.20 POBOXox36504W45WQ 16+",Spam,england macedonia dont miss goalsteam news txt national team england trywales scotland txt poboxoxwwq,1
59,60,"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL",Spam,xxxmobilemovieclub use credit click wap link next txt message click,1
60,61,"URGENT! You have won a 1 week FREE membership in our £100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",Spam,urgent week free membership prize jackpot txt word claim lccltd pobox ldnwarw,1
61,62,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info",Spam,six chance win cash pound txt csh send cost pday day tsandcs apply reply info,1
62,63,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,Spam,mobile month entitled update latest colour mobile camera free call mobile update free,1
63,64,WINNER!! As a valued network customer you have been selected to receivea £900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.,Spam,winner valued network customer selected receivea prize reward claim call claim code valid hour,1
64,65,"FreeMsg Hey there darling it's been 3 week's now and no word back! I'd like some fun you up for it still? Tb ok! XxX std chgs to send, £1.50 to rcv",Spam,freemsg hey darling week word back like fun still xxx std chgs send rcv,1
65,66,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's,Spam,free entry wkly win cup final tkts may text receive entry questionstd txt ratetc apply,1
66,67,Y de asking like this.,Non-Spam,asking like,0
67,68,We live in the next  &lt;#&gt; mins,Non-Spam,live next ltgt min,0
68,69,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!,Non-Spam,running managed minute needed oxygen might resort roller option,0
69,70,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up... ",Non-Spam,haha den shld went today gee nvm kaiez dun mind goin jazz oso scared hiphop open cant catch,0
70,71,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?",Non-Spam,need campus atm could pick hour two,0
71,72,THANX 4 PUTTIN DA FONE DOWN ON ME!!,Non-Spam,thanx puttin fone,0
72,73,And I don't plan on staying the night but I prolly won't be back til late,Non-Spam,plan staying night prolly back til late,0
73,74,"Hey j! r u feeling any better, hopeSo hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx",Non-Spam,hey feeling better hopeso hunny amnow feelin ill ithink may tonsolitusaswell damn iam layin bedreal bored lotsof luv xxxx,0
74,75,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop,Spam,freemsg txt call claim reward hour talk time use phone subscribegbpmnth inc stoptxtstop,1
75,76,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing ,Non-Spam,decide wot get bday ill prob jus get voucher frm virgin sumfing,0
76,77,Have you laid your airtel line to rest?,Non-Spam,laid airtel line rest,0
77,78,I'm stuck in da middle of da row on da right hand side of da lt... ,Non-Spam,stuck middle row right hand side,0
78,79,Full heat pa:-) i have applyed oil pa.,Non-Spam,full heat applyed oil,0
79,80,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit",Non-Spam,carlos pick swing usf little bit,0
80,81,Yo sorry was in the shower sup,Non-Spam,sorry shower sup,0
81,82,I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon,Non-Spam,good time nice something bit different weekend change see soon,0
82,83,It's ok i wun b angry. Msg u aft i come home tonight.,Non-Spam,wun angry msg aft home tonight,0
83,84,Right it wasnt you who phoned it was someone with a number like yours!,Non-Spam,right wasnt phoned someone number like,0
84,85,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50,Spam,well done england get official poly ringtone colour flag yer mobile text tone flag optout txt eng stop box wwx,1
85,86,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,Non-Spam,tomorrow going theatre wherever call tell tomorrow,0
86,87,Have you not finished work yet or something?,Non-Spam,finished work yet something,0
87,88,I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :),Non-Spam,wanted wish happy new year wanted talk legal advice gary split person make trip ptbo hope everything good babe love,0
88,89,"I'll see if I can swing by in a bit, got some things to take care of here firsg",Non-Spam,see swing bit got thing take care firsg,0
89,90,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. £1.50 increments. Help08718728876",Spam,mila age blonde new look sex guy like fun text mtalk pptxt free increment help,1
90,91,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,Spam,secret admirer looking make contact ufind rreveal think specialcall stopsmsppm,1
91,92,Noooooooo please. Last thing I need is stress. For once in your life be fair.,Non-Spam,noooooooo please last thing need stress life fair,0
92,93,"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",Spam,chance win wkly shopping spree txt shop custcare xpwk,1
93,94,Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-),Non-Spam,wow think take back freak unless chop,0
94,95,Not course. Only maths one day one chapter with in one month we can finish.,Non-Spam,course math one day one chapter one month finish,0
95,96,Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.,Non-Spam,engagement fixd ltgt next month know really shocking bthmm njan vilikkamt sudn,0
96,97,No plans yet. What are you doing ?,Non-Spam,plan yet,0
97,98,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",Spam,urgent call landline ibiza holiday cash await collection sae box ppm,1
98,99,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records",Spam,contract mobile mnths latest motorola nokia etc free double min text orange tariff text yes callback remove record,1
99,100,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,Spam,congratulation awarded voucher gift guaranteed free entry wkly draw txt music,1
100,101,Not directly behind... Abt 4 rows behind ü...,Non-Spam,directly behind abt row behind,0
101,102,:( but your not here....,Non-Spam,,0
102,103,URGENT! This is the 2nd attempt to contact U!U have WON £1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max£7. 50,Spam,urgent attempt contact call tcsbcmwcnxxcallcostppmmobilesvary max,1
103,104,Omg how did u know what I ate?,Non-Spam,omg know ate,0
104,105,"CHA QUITEAMUZING THATSCOOL BABE,PROBPOP IN & CU SATTHEN HUNNY 4BREKKIE! LOVE JEN XXX. PSXTRA LRG PORTIONS 4 ME PLEASE ",Non-Spam,cha quiteamuzing thatscool babeprobpop satthen hunny brekkie love jen xxx psxtra lrg portion please,0
105,106,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd,Spam,wan laugh try chitchat mobile logon txting word chat send box london pmsg rcvd,1
106,107,At WHAT TIME should i come tomorrow,Non-Spam,time tomorrow,0
107,108,hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.,Non-Spam,hiya hows going sunny africa hope avin good time give big old silver back big kiss,0
108,109,But you were together so you should be thinkin about him,Non-Spam,together thinkin,0
109,110,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?,Non-Spam,buy blackberry bold torch buy new used let know plus saying buy ltgt wifi ipad saying ltgt,0
110,111,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",Non-Spam,honeybee said sweetest world god laughed amp said waitu havnt met person reading msg moral even god crack joke gmgngegn,0
111,112,Tell me again what your address is,Non-Spam,tell address,0
112,113,"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time",Non-Spam,around ltdecimalgt vikkyi otside tht time,0
113,114,How much u trying to get?,Non-Spam,much trying get,0
114,115,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe,Non-Spam,good afternoon boytoy walking day get police abstract still wake miss babe,0
115,116,I'm awake oh. What's up.,Non-Spam,awake,0
116,117,Think + da. You wil do.,Non-Spam,think wil,0
117,118,PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS),Non-Spam,piss talking someone realise point itnow read backwards,0
118,119,I am in hospital da. . I will return home in evening,Non-Spam,hospital return home evening,0
119,120,Gettin rdy to ship comp,Non-Spam,gettin rdy ship,0
120,121,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",Non-Spam,wonder world style smile personality nature lovely friendship good morning dear,0
